kategori,hiragana,katakana,romaji,arti_id,arti_en,tipe,polite,catatan,contoh_jp,contoh_en,contoh_id
numbers,ひなさめお,ー,hinasameo,hinasameo_id,hinasameo,noun,ー,generated,ひなさめおがあります。,There is hinasameo.,Ada hinasameo_id.
tempat,かきい,ー,kakii,kaki_id,kaki,adjective,ー,generated,かきいです。,It is kaki.,Itu kaki_id.
tempat,しこ,ー,shiko,shiko_id,shiko,noun,ー,generated,しこがあります。,There is shiko.,Ada shiko_id.
tubuh manusia,けわみけ,ー,kewamike,kewamike_id,kewamike,noun,ー,generated,けわみけがあります。,There is kewamike.,Ada kewamike_id.
tempat,わらよむ,ー,warayomu,warayomu_id,warayomu,noun,ー,generated,わらよむがあります。,There is warayomu.,Ada warayomu_id.
waktu,よかさ,ー,yokasa,yokasa_id,yokasa,noun,ー,generated,よかさがあります。,There is yokasa.,Ada yokasa_id.
minuman,ゆのそむよ,ー,yunosomuyo,yunosomuyo_id,yunosomuyo,expression,ー,generated,ゆのそむよがあります。,There is yunosomuyo.,Ada yunosomuyo_id.
kata kerja,こらおぬ,ー,koraonu,koraonu_id,koraonu,expression,ー,generated,こらおぬがあります。,There is koraonu.,Ada koraonu_id.
pekerjaan,をこへかわ,ー,wokohekawa,wokohekawa_id,wokohekawa,phrase,ー,generated,をこへかわがあります。,There is wokohekawa.,Ada wokohekawa_id.
belanja,きほね,ー,kihone,kihone_id,kihone,noun,ー,generated,きほねがあります。,There is kihone.,Ada kihone_id.
aktivitas,なつへ,ー,natsuhe,natsuhe_id,natsuhe,phrase,ー,generated,なつへがあります。,There is natsuhe.,Ada natsuhe_id.
keluarga,すふはや,ー,sufuhaya,sufuhaya_id,sufuhaya,expression,ー,generated,すふはやがあります。,There is sufuhaya.,Ada sufuhaya_id.
teknologi,なすほ,ー,nasuho,nasuho_id,nasuho,verb,nasuhomasu,generated,なすほをします。,I nasuho.,Saya nasuho_id.
ekspresi kasual,さこく,ー,sakoku,sako_id,sako,verb,sakokumasu,generated,さこくをします。,I sako.,Saya sako_id.
kata sambung,そちそ,ー,sochiso,sochiso_id,sochiso,noun,ー,generated,そちそがあります。,There is sochiso.,Ada sochiso_id.
musik,あろ,ー,aro,aro_id,aro,expression,ー,generated,あろがあります。,There is aro.,Ada aro_id.
tempat,りろは,ー,riroha,riroha_id,riroha,noun,ー,generated,りろはがあります。,There is riroha.,Ada riroha_id.
kata kerja,まよう,ー,mayou,mayo_id,mayo,verb,mayoumasu,generated,まようをします。,I mayo.,Saya mayo_id.
musik,ふはくたぬ,ー,fuhakutanu,fuhakutanu_id,fuhakutanu,noun,ー,generated,ふはくたぬがあります。,There is fuhakutanu.,Ada fuhakutanu_id.
transportasi,んと,ー,nto,nto_id,nto,noun,ー,generated,んとがあります。,There is nto.,Ada nto_id.
pakaian,こいや,ー,koiya,koiya_id,koiya,noun,ー,generated,こいやがあります。,There is koiya.,Ada koiya_id.
ekspresi,うるむこれ,ー,urumukore,urumukore_id,urumukore,noun,ー,generated,うるむこれがあります。,There is urumukore.,Ada urumukore_id.
tempat,めむ,ー,memu,memu_id,memu,noun,ー,generated,めむがあります。,There is memu.,Ada memu_id.
pekerjaan,たさふぬ,ー,tasafunu,tasafunu_id,tasafunu,phrase,ー,generated,たさふぬがあります。,There is tasafunu.,Ada tasafunu_id.
tumbuhan,みさぬえい,ー,misanuei,misanue_id,misanue,adjective,ー,generated,みさぬえいです。,It is misanue.,Itu misanue_id.
benda,いおの,ー,iono,iono_id,iono,noun,ー,generated,いおのがあります。,There is iono.,Ada iono_id.
alat rumah tangga,きおけすを,ー,kiokesuwo,kiokesuwo_id,kiokesuwo,noun,ー,generated,きおけすをがあります。,There is kiokesuwo.,Ada kiokesuwo_id.
budaya,はろしちゆ,ー,haroshichiyu,haroshichiyu_id,haroshichiyu,noun,ー,generated,はろしちゆがあります。,There is haroshichiyu.,Ada haroshichiyu_id.
teknologi,わらひふた,ー,warahifuta,warahifuta_id,warahifuta,noun,ー,generated,わらひふたがあります。,There is warahifuta.,Ada warahifuta_id.
makanan,へかいなく,ー,hekainaku,hekainaku_id,hekainaku,noun,ー,generated,へかいなくがあります。,There is hekainaku.,Ada hekainaku_id.
budaya,はまふらそ,ー,hamafuraso,hamafuraso_id,hamafuraso,verb,hamafurasomasu,generated,はまふらそをします。,I hamafuraso.,Saya hamafuraso_id.
kata tanya,すなわな,ー,sunawana,sunawana_id,sunawana,verb,sunawanamasu,generated,すなわなをします。,I sunawana.,Saya sunawana_id.
pendidikan,すんいそうな,ー,sunisouna,sunisou_id,sunisou,adjective,ー,generated,すんいそうなです。,It is sunisou.,Itu sunisou_id.
emosi,ろまとゆ,ー,romatoyu,romatoyu_id,romatoyu,expression,ー,generated,ろまとゆがあります。,There is romatoyu.,Ada romatoyu_id.
budaya,うめほ,ー,umeho,umeho_id,umeho,noun,ー,generated,うめほがあります。,There is umeho.,Ada umeho_id.
kesehatan,いんえ,ー,ine,ine_id,ine,verb,inemasu,generated,いんえをします。,I ine.,Saya ine_id.
minuman,ちへ,ー,chihe,chihe_id,chihe,noun,ー,generated,ちへがあります。,There is chihe.,Ada chihe_id.
musik,あえしゆわ,ー,aeshiyuwa,aeshiyuwa_id,aeshiyuwa,noun,ー,generated,あえしゆわがあります。,There is aeshiyuwa.,Ada aeshiyuwa_id.
warna,あういせ,ー,auise,auise_id,auise,noun,ー,generated,あういせがあります。,There is auise.,Ada auise_id.
transportasi,しちへつゆ,ー,shichihetsuyu,shichihetsuyu_id,shichihetsuyu,noun,ー,generated,しちへつゆがあります。,There is shichihetsuyu.,Ada shichihetsuyu_id.
transportasi,ちちあんはい,ー,chichianhai,chichianha_id,chichianha,adjective,ー,generated,ちちあんはいです。,It is chichianha.,Itu chichianha_id.
hewan,そとえ,ー,sotoe,sotoe_id,sotoe,noun,ー,generated,そとえがあります。,There is sotoe.,Ada sotoe_id.
pakaian,ふめおねく,ー,fumeoneku,fumeoneku_id,fumeoneku,verb,fumeonekumasu,generated,ふめおねくをします。,I fumeoneku.,Saya fumeoneku_id.
warna,うみちた,ー,umichita,umichita_id,umichita,noun,ー,generated,うみちたがあります。,There is umichita.,Ada umichita_id.
directions,えとすわい,ー,etosuwai,etosuwa_id,etosuwa,adjective,ー,generated,えとすわいです。,It is etosuwa.,Itu etosuwa_id.
makanan,よらお,ー,yorao,yorao_id,yorao,noun,ー,generated,よらおがあります。,There is yorao.,Ada yorao_id.
kata sifat na,やくしす,ー,yakushisu,yakushi_id,yakushi,verb,yakushisumasu,generated,やくしすをします。,I yakushi.,Saya yakushi_id.
transportasi,そつとし,ー,sotsutoshi,sotsutoshi_id,sotsutoshi,noun,ー,generated,そつとしがあります。,There is sotsutoshi.,Ada sotsutoshi_id.
tubuh manusia,せやほふも,ー,seyahofumo,seyahofumo_id,seyahofumo,noun,ー,generated,せやほふもがあります。,There is seyahofumo.,Ada seyahofumo_id.
ekspresi,わのる,ー,wanoru,wano_id,wano,verb,wanormasu,generated,わのるをします。,I wano.,Saya wano_id.
numbers,りほす,ー,rihosu,rihosu_id,rihosu,expression,ー,generated,りほすがあります。,There is rihosu.,Ada rihosu_id.
ekspresi kasual,ろふむやに,ー,rofumuyani,rofumuyani_id,rofumuyani,verb,rofumuyanimasu,generated,ろふむやにをします。,I rofumuyani.,Saya rofumuyani_id.
alat rumah tangga,ろせのろ,ー,rosenoro,rosenoro_id,rosenoro,noun,ー,generated,ろせのろがあります。,There is rosenoro.,Ada rosenoro_id.
olahraga,ひそ,ー,hiso,hiso_id,hiso,noun,ー,generated,ひそがあります。,There is hiso.,Ada hiso_id.
darurat,れさをひ,ー,resawohi,resawohi_id,resawohi,expression,ー,generated,れさをひがあります。,There is resawohi.,Ada resawohi_id.
kata sifat na,はほにしてい,ー,hahonishitei,hahonishite_id,hahonishite,adjective,ー,generated,はほにしていです。,It is hahonishite.,Itu hahonishite_id.
budaya,りにこの,ー,rinikono,rinikono_id,rinikono,noun,ー,generated,りにこのがあります。,There is rinikono.,Ada rinikono_id.
kata kerja bantu,ちはり,ー,chihari,chihari_id,chihari,noun,ー,generated,ちはりがあります。,There is chihari.,Ada chihari_id.
negara,らひそ,ー,rahiso,rahiso_id,rahiso,noun,ー,generated,らひそがあります。,There is rahiso.,Ada rahiso_id.
hewan,とわもみえい,ー,towamomiei,towamomie_id,towamomie,adjective,ー,generated,とわもみえいです。,It is towamomie.,Itu towamomie_id.
directions,つした,ー,tsushita,tsushita_id,tsushita,expression,ー,generated,つしたがあります。,There is tsushita.,Ada tsushita_id.
angka,かなひ,ー,kanahi,kanahi_id,kanahi,verb,kanahimasu,generated,かなひをします。,I kanahi.,Saya kanahi_id.
tumbuhan,とりそかす,ー,torisokasu,torisoka_id,torisoka,verb,torisokasumasu,generated,とりそかすをします。,I torisoka.,Saya torisoka_id.
pekerjaan,ぬまりゆにい,ー,numariyunii,numariyuni_id,numariyuni,adjective,ー,generated,ぬまりゆにいです。,It is numariyuni.,Itu numariyuni_id.
benda,よらにろ,ー,yoraniro,yoraniro_id,yoraniro,noun,ー,generated,よらにろがあります。,There is yoraniro.,Ada yoraniro_id.
kata tanya,いらへへ,ー,irahehe,irahehe_id,irahehe,noun,ー,generated,いらへへがあります。,There is irahehe.,Ada irahehe_id.
emosi,きつへぬ,ー,kitsuhenu,kitsuhenu_id,kitsuhenu,noun,ー,generated,きつへぬがあります。,There is kitsuhenu.,Ada kitsuhenu_id.
pakaian,ちめむま,ー,chimemuma,chimemuma_id,chimemuma,expression,ー,generated,ちめむまがあります。,There is chimemuma.,Ada chimemuma_id.
olahraga,こらみをあ,ー,koramiwoa,koramiwoa_id,koramiwoa,expression,ー,generated,こらみをあがあります。,There is koramiwoa.,Ada koramiwoa_id.
kata sifat na,わやみく,ー,wayamiku,wayamiku_id,wayamiku,noun,ー,generated,わやみくがあります。,There is wayamiku.,Ada wayamiku_id.
ekspresi formal,にひま,ー,nihima,nihima_id,nihima,noun,ー,generated,にひまがあります。,There is nihima.,Ada nihima_id.
negara,らりめほ,ー,rarimeho,rarimeho_id,rarimeho,noun,ー,generated,らりめほがあります。,There is rarimeho.,Ada rarimeho_id.
kata tanya,さろな,ー,sarona,saro_id,saro,adjective,ー,generated,さろなです。,It is saro.,Itu saro_id.
tubuh manusia,やなる,ー,yanaru,yanaru_id,yanaru,noun,ー,generated,やなるがあります。,There is yanaru.,Ada yanaru_id.
tempat,こちうぬ,ー,kochiunu,kochiunu_id,kochiunu,verb,kochiunumasu,generated,こちうぬをします。,I kochiunu.,Saya kochiunu_id.
kata kerja,にるに,ー,niruni,niruni_id,niruni,noun,ー,generated,にるにがあります。,There is niruni.,Ada niruni_id.
kata serapan,ぬとせん,ー,nutosen,nutosen_id,nutosen,noun,ー,generated,ぬとせんがあります。,There is nutosen.,Ada nutosen_id.
numbers,わとた,ー,watota,watota_id,watota,noun,ー,generated,わとたがあります。,There is watota.,Ada watota_id.
pakaian,たけい,ー,takei,takei_id,takei,noun,ー,generated,たけいがあります。,There is takei.,Ada takei_id.
kata sifat na,とにうへる,ー,toniuheru,toniuhe_id,toniuhe,verb,toniuhermasu,generated,とにうへるをします。,I toniuhe.,Saya toniuhe_id.
alat rumah tangga,のこ,ー,noko,noko_id,noko,verb,nokomasu,generated,のこをします。,I noko.,Saya noko_id.
teknologi,きわい,ー,kiwai,kiwa_id,kiwa,adjective,ー,generated,きわいです。,It is kiwa.,Itu kiwa_id.
ekspresi formal,ひむもすす,ー,himumosusu,himumosusu_id,himumosusu,noun,ー,generated,ひむもすすがあります。,There is himumosusu.,Ada himumosusu_id.
cuaca,まほれへか,ー,mahoreheka,mahoreheka_id,mahoreheka,noun,ー,generated,まほれへかがあります。,There is mahoreheka.,Ada mahoreheka_id.
frasa umum,とすしんす,ー,tosushinsu,tosushin_id,tosushin,verb,tosushinsumasu,generated,とすしんすをします。,I tosushin.,Saya tosushin_id.
darurat,とちちを,ー,tochichiwo,tochichiwo_id,tochichiwo,expression,ー,generated,とちちをがあります。,There is tochichiwo.,Ada tochichiwo_id.
minuman,らはれ,ー,rahare,rahare_id,rahare,noun,ー,generated,らはれがあります。,There is rahare.,Ada rahare_id.
transportasi,んみほしこ,ー,nmihoshiko,nmihoshiko_id,nmihoshiko,phrase,ー,generated,んみほしこがあります。,There is nmihoshiko.,Ada nmihoshiko_id.
transportasi,めちりな,ー,mechirina,mechiri_id,mechiri,adjective,ー,generated,めちりなです。,It is mechiri.,Itu mechiri_id.
ekspresi formal,つにぬそ,ー,tsuninuso,tsuninuso_id,tsuninuso,expression,ー,generated,つにぬそがあります。,There is tsuninuso.,Ada tsuninuso_id.
kata sifat na,うしよめ,ー,ushiyome,ushiyome_id,ushiyome,verb,ushiyomemasu,generated,うしよめをします。,I ushiyome.,Saya ushiyome_id.
kegiatan,んひな,ー,nhina,nhi_id,nhi,adjective,ー,generated,んひなです。,It is nhi.,Itu nhi_id.
kata benda abstrak,へきりまそ,ー,hekirimaso,hekirimaso_id,hekirimaso,noun,ー,generated,へきりまそがあります。,There is hekirimaso.,Ada hekirimaso_id.
keluarga,きわめやぬ,ー,kiwameyanu,kiwameyanu_id,kiwameyanu,noun,ー,generated,きわめやぬがあります。,There is kiwameyanu.,Ada kiwameyanu_id.
waktu,りえくのい,ー,riekunoi,riekuno_id,riekuno,adjective,ー,generated,りえくのいです。,It is riekuno.,Itu riekuno_id.
warna,しゆつへう,ー,shiyutsuheu,shiyutsuheu_id,shiyutsuheu,verb,shiyutsuheumasu,generated,しゆつへうをします。,I shiyutsuheu.,Saya shiyutsuheu_id.
pakaian,ふりを,ー,furiwo,furiwo_id,furiwo,noun,ー,generated,ふりをがあります。,There is furiwo.,Ada furiwo_id.
minuman,おそさま,ー,ososama,ososama_id,ososama,noun,ー,generated,おそさまがあります。,There is ososama.,Ada ososama_id.
tempat,あえれに,ー,aereni,aereni_id,aereni,noun,ー,generated,あえれにがあります。,There is aereni.,Ada aereni_id.
minuman,ふよしす,ー,fuyoshisu,fuyoshi_id,fuyoshi,verb,fuyoshisumasu,generated,ふよしすをします。,I fuyoshi.,Saya fuyoshi_id.
transportasi,となろ,ー,tonaro,tonaro_id,tonaro,phrase,ー,generated,となろがあります。,There is tonaro.,Ada tonaro_id.
aktivitas,ゆそえう,ー,yusoeu,yusoe_id,yusoe,verb,yusoeumasu,generated,ゆそえうをします。,I yusoe.,Saya yusoe_id.
kegiatan,るめく,ー,rumeku,rume_id,rume,verb,rumekumasu,generated,るめくをします。,I rume.,Saya rume_id.
ekspresi,んみう,ー,nmiu,nmi_id,nmi,verb,nmiumasu,generated,んみうをします。,I nmi.,Saya nmi_id.
tempat,ちわゆんあ,ー,chiwayuna,chiwayuna_id,chiwayuna,expression,ー,generated,ちわゆんあがあります。,There is chiwayuna.,Ada chiwayuna_id.
angka,ここらぬほい,ー,kokoranuhoi,kokoranuho_id,kokoranuho,adjective,ー,generated,ここらぬほいです。,It is kokoranuho.,Itu kokoranuho_id.
ekspresi formal,ひとえゆ,ー,hitoeyu,hitoeyu_id,hitoeyu,noun,ー,generated,ひとえゆがあります。,There is hitoeyu.,Ada hitoeyu_id.
angka,ろくめ,ー,rokume,rokume_id,rokume,verb,rokumemasu,generated,ろくめをします。,I rokume.,Saya rokume_id.
kegiatan,えのたらふ,ー,enotarafu,enotarafu_id,enotarafu,phrase,ー,generated,えのたらふがあります。,There is enotarafu.,Ada enotarafu_id.
makanan,りをすた,ー,riwosuta,riwosuta_id,riwosuta,noun,ー,generated,りをすたがあります。,There is riwosuta.,Ada riwosuta_id.
olahraga,えらむいゆな,ー,eramuiyuna,eramuiyu_id,eramuiyu,adjective,ー,generated,えらむいゆなです。,It is eramuiyu.,Itu eramuiyu_id.
budaya,もろむひ,ー,moromuhi,moromuhi_id,moromuhi,noun,ー,generated,もろむひがあります。,There is moromuhi.,Ada moromuhi_id.
emosi,うをぬふけ,ー,uwonufuke,uwonufuke_id,uwonufuke,verb,uwonufukemasu,generated,うをぬふけをします。,I uwonufuke.,Saya uwonufuke_id.
olahraga,んふとらしい,ー,nfutorashii,nfutorashi_id,nfutorashi,adjective,ー,generated,んふとらしいです。,It is nfutorashi.,Itu nfutorashi_id.
kegiatan,にあすけ,ー,niasuke,niasuke_id,niasuke,noun,ー,generated,にあすけがあります。,There is niasuke.,Ada niasuke_id.
kata kerja,もやもたしい,ー,moyamotashii,moyamotashi_id,moyamotashi,adjective,ー,generated,もやもたしいです。,It is moyamotashi.,Itu moyamotashi_id.
minuman,かかはらお,ー,kakaharao,kakaharao_id,kakaharao,noun,ー,generated,かかはらおがあります。,There is kakaharao.,Ada kakaharao_id.
directions,わひ,ー,wahi,wahi_id,wahi,noun,ー,generated,わひがあります。,There is wahi.,Ada wahi_id.
pakaian,ちぬはてな,ー,chinuhatena,chinuhate_id,chinuhate,adjective,ー,generated,ちぬはてなです。,It is chinuhate.,Itu chinuhate_id.
alat rumah tangga,るすめお,ー,rusumeo,rusumeo_id,rusumeo,expression,ー,generated,るすめおがあります。,There is rusumeo.,Ada rusumeo_id.
kegiatan,もへろや,ー,moheroya,moheroya_id,moheroya,expression,ー,generated,もへろやがあります。,There is moheroya.,Ada moheroya_id.
kata benda abstrak,たかい,ー,takai,taka_id,taka,adjective,ー,generated,たかいです。,It is taka.,Itu taka_id.
makanan,てしへ,ー,teshihe,teshihe_id,teshihe,verb,teshihemasu,generated,てしへをします。,I teshihe.,Saya teshihe_id.
sifat,うめまか,ー,umemaka,umemaka_id,umemaka,noun,ー,generated,うめまかがあります。,There is umemaka.,Ada umemaka_id.
kata tanya,なつ,ー,natsu,natsu_id,natsu,expression,ー,generated,なつがあります。,There is natsu.,Ada natsu_id.
tubuh manusia,うの,ー,uno,uno_id,uno,noun,ー,generated,うのがあります。,There is uno.,Ada uno_id.
darurat,ひくろふ,ー,hikurofu,hikurofu_id,hikurofu,noun,ー,generated,ひくろふがあります。,There is hikurofu.,Ada hikurofu_id.
