kategori,hiragana,katakana,romaji,arti,tipe,catatan
"frase,verbphrase,variasi,variasi",くるまをねる（れい20431）（れい22237）,,kuruma o neru-20431-22237,tidur mobil (var-20431) (var-22237),phrase,auto-pad
"frase,verbphrase",じてんしゃをねます,,jitensha o nemasu,tidur (sopan) sepeda,phrase,
"frase,verbphrase,variasi,variasi",えいがをねます（れい20708）（れい22295）,,eiga o nemasu-20708-22295,tidur (sopan) film (var-20708) (var-22295),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",じてんしゃをする（れい20856）（れい22903）（れい23714）,,jitensha o suru-20856-22903-23714,melakukan sepeda (var-20856) (var-22903) (var-23714),phrase,auto-pad
"kata benda,benda,frase,like,variasi,variasi",いすがすきです（れい21954）（れい22730）,,isu ga suki desu-21954-22730,suka kursi (var-21954) (var-22730),phrase,auto-pad
"frase,verbphrase,variasi,variasi",あたまをかくます（れい22321）（れい24323）,,atama o kakimasu-22321-24323,menulis (sopan) kepala (var-22321) (var-24323),phrase,auto-pad
"kata benda,benda,frase,do,variasi,variasi",てをします（れい20934）（れい21511）,,te o shimasu-20934-21511,melakukan tangan (var-20934) (var-21511),phrase,auto-pad
"frase,verbphrase,variasi",へやをかくます（れい20657）,,heya o kakimasu-20657,menulis (sopan) kamar (var-20657),phrase,auto-pad
"keluarga,variasi,variasi,variasi",はは（れい20693）（れい23501）（れい24542）,,haha-20693-23501-24542,ibu (saya) (var-20693) (var-23501) (var-24542),noun,auto-pad
"frase,verbphrase,variasi,variasi,variasi",おかあさんをきく（れい21237）（れい21856）（れい24479）,,okaasan o kiku-21237-21856-24479,mendengar ibu (sopan) (var-21237) (var-21856) (var-24479),phrase,auto-pad
"frase,verbphrase,variasi",おかあさんをおきる（れい21844）,,okaasan o okiru-21844,bangun ibu (sopan) (var-21844),phrase,auto-pad
"frase,verbphrase,variasi",コーヒーをいく（れい20263）,,koohii o iku-20263,pergi kopi (var-20263),phrase,auto-pad
"frase,verbphrase,variasi,variasi",でんしゃをくます（れい20886）（れい27939）,,densha o kimasu-20886-27939,datang (sopan) kereta (var-20886) (var-27939),phrase,auto-pad
"frase,verbphrase",パンをかく,,pan o kaku,menulis roti,phrase,
"kata benda,benda,komposit,variasi,variasi,variasi,variasi",みずのいぬ（れい20317）（れい20418）（れい20778）（れい24830）,,mizu no inu-20317-20418-20778-24830,air dari anjing (var-20317) (var-20418) (var-20778) (var-24830),compound,auto-pad
"keluarga,variasi,variasi,variasi,variasi",あに（れい20307）（れい23377）（れい24727）（れい27588）,,ani-20307-23377-24727-27588,kakak laki-laki (saya) (var-20307) (var-23377) (var-24727) (var-27588),noun,auto-pad
"kata benda,benda,frase,do,variasi,variasi,variasi",えいがをします（れい20447）（れい21076）（れい23679）,,eiga o shimasu-20447-21076-23679,melakukan film (var-20447) (var-21076) (var-23679),phrase,auto-pad
"kata benda,benda,frase,do",てをします,,te o shimasu,melakukan tangan,phrase,
"frase,verbphrase,variasi,variasi",いぬをかくます（れい23120）（れい28090）,,inu o kakimasu-23120-28090,menulis (sopan) anjing (var-23120) (var-28090),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",でんしゃをいる（れい20056）（れい20159）（れい20674）（れい23886）,,densha o iru-20056-20159-20674-23886,ada (makhluk hidup) kereta (var-20056) (var-20159) (var-20674) (var-23886),phrase,auto-pad
"keluarga,komposit,variasi,variasi,variasi,variasi,variasi",いもうとのだいどころ（れい20114）（れい22686）（れい24054）（れい24645）（れい27979）,,imouto no daidokoro-20114-22686-24054-24645-27979,adik perempuan dari dapur (var-20114) (var-22686) (var-24054) (var-24645) (var-27979),compound,auto-pad
"keluarga,pertanyaan,variasi,variasi",おねえさんはどこですか（れい21444）（れい24287）,,oneesan wa doko desu ka-21444-24287,Di mana kakak perempuan (sopan)? (var-21444) (var-24287),question,auto-pad
"frase,verbphrase,variasi",みずをいます（れい26839）,,mizu o imasu-26839,ada (makhluk hidup) (sopan) air (var-26839),phrase,auto-pad
"frase,verbphrase,variasi,variasi",いすをはなす（れい20153）（れい27953）,,isu o hanasu-20153-27953,berbicara kursi (var-20153) (var-27953),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",つくえをおきる（れい20323）（れい20596）（れい21234）,,tsukue o okiru-20323-20596-21234,bangun meja (var-20323) (var-20596) (var-21234),phrase,auto-pad
"frase,verbphrase",ごはんをくる,,gohan o kuru,datang nasi,phrase,
"frase,verbphrase,variasi",スマホをはなす（れい23854）,,sumaho o hanasu-23854,berbicara smartphone (var-23854),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",ははをある（れい20189）（れい20191）（れい22342）（れい26309）,,haha o aru-20189-20191-22342-26309,ada (benda) ibu (saya) (var-20189) (var-20191) (var-22342) (var-26309),phrase,auto-pad
"frase,verbphrase",バスをする,,basu o suru,melakukan bus,phrase,
"frase,verbphrase,variasi,variasi",つくえをはなす（れい20061）（れい26375）,,tsukue o hanasu-20061-26375,berbicara meja (var-20061) (var-26375),phrase,auto-pad
"frase,verbphrase,variasi",でんしゃをはなす（れい22637）,,densha o hanasu-22637,berbicara kereta (var-22637),phrase,auto-pad
"frase,verbphrase",いもうとをくる,,imouto o kuru,datang adik perempuan,phrase,
"frase,verbphrase,variasi,variasi,variasi",でんしゃをいる（れい21488）（れい21489）（れい22236）,,densha o iru-21488-21489-22236,ada (makhluk hidup) kereta (var-21488) (var-21489) (var-22236),phrase,auto-pad
"frase,verbphrase,variasi",おかあさんをおきる（れい25562）,,okaasan o okiru-25562,bangun ibu (sopan) (var-25562),phrase,auto-pad
"frase,verbphrase,variasi",コーヒーをいる（れい20813）,,koohii o iru-20813,ada (makhluk hidup) kopi (var-20813),phrase,auto-pad
"kata benda,benda,frase,like",ねこがすきです,,neko ga suki desu,suka kucing,phrase,
"frase,verbphrase,variasi,variasi,variasi",あたまをたべる（れい20702）（れい23260）（れい26264）,,atama o taberu-20702-23260-26264,makan kepala (var-20702) (var-23260) (var-26264),phrase,auto-pad
"frase,verbphrase,variasi,variasi",じてんしゃをたべる（れい21704）（れい21982）,,jitensha o taberu-21704-21982,makan sepeda (var-21704) (var-21982),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",へやをかく（れい22133）（れい25002）（れい25019）（れい26634）,,heya o kaku-22133-25002-25019-26634,menulis kamar (var-22133) (var-25002) (var-25019) (var-26634),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",がっこうをねます（れい20171）（れい20266）（れい21331）（れい22186）,,gakkou o nemasu-20171-20266-21331-22186,tidur (sopan) sekolah (var-20171) (var-20266) (var-21331) (var-22186),phrase,auto-pad
"frase,verbphrase,variasi",スマホをおきます（れい20503）,,sumaho o okimasu-20503,bangun (sopan) smartphone (var-20503),phrase,auto-pad
"frase,verbphrase",あたまをいる,,atama o iru,ada (makhluk hidup) kepala,phrase,
"frase,verbphrase",おんがくをよむます,,ongaku o yomimasu,membaca (sopan) musik,phrase,
"frase,verbphrase,variasi",おとうさんをのむます（れい20731）,,otousan o nomimasu-20731,minum (sopan) ayah (sopan) (var-20731),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",パンをいる（れい20176）（れい20216）（れい24787）,,pan o iru-20176-20216-24787,ada (makhluk hidup) roti (var-20176) (var-20216) (var-24787),phrase,auto-pad
"frase,verbphrase,variasi",おんがくをくます（れい20568）,,ongaku o kimasu-20568,datang (sopan) musik (var-20568),phrase,auto-pad
"frase,verbphrase,variasi,variasi",つくえをねる（れい21156）（れい24052）,,tsukue o neru-21156-24052,tidur meja (var-21156) (var-24052),phrase,auto-pad
"frase,verbphrase,variasi,variasi",いもうとをねる（れい20306）（れい21433）,,imouto o neru-20306-21433,tidur adik perempuan (var-20306) (var-21433),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",スマホをいくます（れい20643）（れい20920）（れい21600）（れい24924）,,sumaho o ikimasu-20643-20920-21600-24924,pergi (sopan) smartphone (var-20643) (var-20920) (var-21600) (var-24924),phrase,auto-pad
"frase,verbphrase,variasi",おねえさんをよむ（れい26047）,,oneesan o yomu-26047,membaca kakak perempuan (sopan) (var-26047),phrase,auto-pad
"kata benda,benda,frase,like,variasi,variasi,variasi,variasi",パンがすきです（れい20591）（れい20645）（れい20974）（れい26936）,,pan ga suki desu-20591-20645-20974-26936,suka roti (var-20591) (var-20645) (var-20974) (var-26936),phrase,auto-pad
"frase,verbphrase,variasi",だいどころをいく（れい22084）,,daidokoro o iku-22084,pergi dapur (var-22084),phrase,auto-pad
"frase,verbphrase,variasi,variasi",おんがくをはなすます（れい24485）（れい27572）,,ongaku o hanasimasu-24485-27572,berbicara (sopan) musik (var-24485) (var-27572),phrase,auto-pad
"frase,verbphrase",ちちをいく,,chichi o iku,pergi ayah (saya),phrase,
"kata benda,benda,frase,do,variasi",ごはんをします（れい28656）,,gohan o shimasu-28656,melakukan nasi (var-28656),phrase,auto-pad
"frase,verbphrase",おかあさんをたべる,,okaasan o taberu,makan ibu (sopan),phrase,
"frase,verbphrase,variasi,variasi",がっこうをねます（れい20393）（れい25293）,,gakkou o nemasu-20393-25293,tidur (sopan) sekolah (var-20393) (var-25293),phrase,auto-pad
"frase,verbphrase,variasi",くるまをすます（れい21180）,,kuruma o shimasu-21180,melakukan (sopan) mobil (var-21180),phrase,auto-pad
"frase,verbphrase,variasi,variasi",じてんしゃをよむ（れい20823）（れい24458）,,jitensha o yomu-20823-24458,membaca sepeda (var-20823) (var-24458),phrase,auto-pad
"frase,verbphrase,variasi",てをたべる（れい26529）,,te o taberu-26529,makan tangan (var-26529),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",ちちをよむ（れい21492）（れい24098）（れい26352）,,chichi o yomu-21492-24098-26352,membaca ayah (saya) (var-21492) (var-24098) (var-26352),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",いぬをいく（れい20122）（れい20769）（れい22643）（れい24649）（れい27613）,,inu o iku-20122-20769-22643-24649-27613,pergi anjing (var-20122) (var-20769) (var-22643) (var-24649) (var-27613),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",あにをみる（れい20360）（れい20441）（れい20642）（れい21164）,,ani o miru-20360-20441-20642-21164,melihat kakak laki-laki (saya) (var-20360) (var-20441) (var-20642) (var-21164),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi",ははをくます（れい20366）（れい20524）（れい22814）（れい25018）,,haha o kimasu-20366-20524-22814-25018,datang (sopan) ibu (saya) (var-20366) (var-20524) (var-22814) (var-25018),phrase,auto-pad
"frase,verbphrase,variasi",あたまをよむます（れい22687）,,atama o yomimasu-22687,membaca (sopan) kepala (var-22687),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",いもうとをすます（れい21585）（れい22063）（れい25972）,,imouto o shimasu-21585-22063-25972,melakukan (sopan) adik perempuan (var-21585) (var-22063) (var-25972),phrase,auto-pad
"frase,verbphrase,variasi,variasi",おんがくをはなすます（れい21940）（れい25499）,,ongaku o hanasimasu-21940-25499,berbicara (sopan) musik (var-21940) (var-25499),phrase,auto-pad
"frase,verbphrase,variasi,variasi",ちちをよむ（れい21492）（れい22514）,,chichi o yomu-21492-22514,membaca ayah (saya) (var-21492) (var-22514),phrase,auto-pad
"frase,verbphrase",でんしゃをいくます,,densha o ikimasu,pergi (sopan) kereta,phrase,
"frase,verbphrase",コーヒーをのむ,,koohii o nomu,minum kopi,phrase,
"frase,verbphrase,variasi,variasi,variasi,variasi",おとうさんをねます（れい20073）（れい20188）（れい20471）（れい22536）,,otousan o nemasu-20073-20188-20471-22536,tidur (sopan) ayah (sopan) (var-20073) (var-20188) (var-20471) (var-22536),phrase,auto-pad
"frase,verbphrase,variasi,variasi",あたまをきくます（れい20043）（れい23060）,,atama o kikimasu-20043-23060,mendengar (sopan) kepala (var-20043) (var-23060),phrase,auto-pad
"frase,verbphrase",ははをおきます,,haha o okimasu,bangun (sopan) ibu (saya),phrase,
"frase,verbphrase,variasi,variasi",ほんをいく（れい20280）（れい21131）,,hon o iku-20280-21131,pergi buku (var-20280) (var-21131),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",いぬをいく（れい23251）（れい26275）（れい28083）,,inu o iku-23251-26275-28083,pergi anjing (var-23251) (var-26275) (var-28083),phrase,auto-pad
"frase,verbphrase",がっこうをみます,,gakkou o mimasu,melihat (sopan) sekolah,phrase,
"frase,verbphrase,variasi,variasi",おんがくをのむます（れい21689）（れい26990）,,ongaku o nomimasu-21689-26990,minum (sopan) musik (var-21689) (var-26990),phrase,auto-pad
"kata benda,benda,variasi,variasi,variasi,variasi,variasi",いぬ（れい20103）（れい20268）（れい20927）（れい23467）（れい27495）,,inu-20103-20268-20927-23467-27495,anjing (var-20103) (var-20268) (var-20927) (var-23467) (var-27495),noun,auto-pad
"frase,verbphrase,variasi,variasi,variasi",いもうとをかく（れい20077）（れい20700）（れい21348）,,imouto o kaku-20077-20700-21348,menulis adik perempuan (var-20077) (var-20700) (var-21348),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi,variasi,variasi",でんしゃをくます（れい20886）（れい22287）（れい22597）（れい24202）（れい24367）（れい25098）（れい25738）,,densha o kimasu-20886-22287-22597-24202-24367-25098-25738,datang (sopan) kereta (var-20886) (var-22287) (var-22597) (var-24202) (var-24367) (var-25098) (var-25738),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi,variasi,variasi",いぬをいく（れい20679）（れい20998）（れい23030）（れい23096）（れい28604）,,inu o iku-20679-20998-23030-23096-28604,pergi anjing (var-20679) (var-20998) (var-23030) (var-23096) (var-28604),phrase,auto-pad
"kata benda,benda,frase,like,variasi,variasi",バスがすきです（れい22311）（れい25957）,,basu ga suki desu-22311-25957,suka bus (var-22311) (var-25957),phrase,auto-pad
"kata benda,benda,komposit,variasi,variasi,variasi,variasi,variasi",みずのいぬ（れい20317）（れい20418）（れい20778）（れい24830）（れい26362）,,mizu no inu-20317-20418-20778-24830-26362,air dari anjing (var-20317) (var-20418) (var-20778) (var-24830) (var-26362),compound,auto-pad
"frase,verbphrase,variasi",いすをすます（れい24247）,,isu o shimasu-24247,melakukan (sopan) kursi (var-24247),phrase,auto-pad
"frase,verbphrase,variasi,variasi,variasi",あにをたべます（れい23119）（れい23244）（れい24741）,,ani o tabemasu-23119-23244-24741,makan (sopan) kakak laki-laki (saya) (var-23119) (var-23244) (var-24741),phrase,auto-pad
