kategori,jepang,romaji,arti,tipe,catatan
frase,ほんにいきます（れい3664）（れい9689）（れい4923）（れい2588）（れい8690）（れい8679）（れい5918）,hon ni ikimasu-3664-9689-4923-2588-8690-8679-5918,Pergi ke buku (var-3664) (var-9689) (var-4923) (var-2588) (var-8690) (var-8679) (var-5918),frase,auto-var
perkenalan,こんにちは（れい4257）（れい5386）（れい3504）（れい4613）（れい9561）,konnichiwa-4257-5386-3504-4613-9561,halo (var-4257) (var-5386) (var-3504) (var-4613) (var-9561),ungkapan,auto-var
frase,ほんにいきます（れい3664）（れい9689）,hon ni ikimasu-3664-9689,Pergi ke buku (var-3664) (var-9689),frase,auto-var
frase,たべますがすきです（れい1158）（れい1320）（れい8135）（れい7288）,tabemasu ga suki desu-1158-1320-8135-7288,Saya suka makan (sopan) (var-1158) (var-1320) (var-8135) (var-7288),frase,auto-var
keluarga,おとうさん（れい2679）（れい6155）（れい2160）（れい8752）（れい6401）,otousan-2679-6155-2160-8752-6401,ayah (sopan) (var-2679) (var-6155) (var-2160) (var-8752) (var-6401),kata benda,auto-var
frase,たべますがすきです（れい2139）（れい7227）（れい6313）（れい8123）（れい3144）（れい2288）（れい2029）（れい9537）（れい7853）（れい2092）,tabemasu ga suki desu-2139-7227-6313-8123-3144-2288-2029-9537-7853-2092,Saya suka makan (sopan) (var-2139) (var-7227) (var-6313) (var-8123) (var-3144) (var-2288) (var-2029) (var-9537) (var-7853) (var-2092),frase,auto-var
frase,たのしいをします（れい4611）（れい3060）（れい8242）（れい6381）（れい7666）,tanoshii o shimasu-4611-3060-8242-6381-7666,Melakukan menyenangkan (var-4611) (var-3060) (var-8242) (var-6381) (var-7666),frase,auto-var
frase,ちちがすきです（れい9279）（れい5088）（れい3600）（れい9755）,chichi ga suki desu-9279-5088-3600-9755,Saya suka ayah (saya) (var-9279) (var-5088) (var-3600) (var-9755),frase,auto-var
ungkapan,ありがとうございます（れい4527）（れい5803）（れい4510）（れい8956）（れい1782）（れい9370）,arigatou gozaimasu-4527-5803-4510-8956-1782-9370,terima kasih (sopan) (var-4527) (var-5803) (var-4510) (var-8956) (var-1782) (var-9370),ungkapan,auto-var
kata sifat,たのしい（れい2424）（れい1520）（れい5552）（れい1916）（れい7252）（れい2143）（れい8264）（れい4674）（れい5640）（れい9239）（れい5089）（れい1838）（れい9792）,tanoshii-2424-1520-5552-1916-7252-2143-8264-4674-5640-9239-5089-1838-9792,menyenangkan (var-2424) (var-1520) (var-5552) (var-1916) (var-7252) (var-2143) (var-8264) (var-4674) (var-5640) (var-9239) (var-5089) (var-1838) (var-9792),kata sifat,auto-var
frase,いえにいきます（れい2743）（れい7790）（れい7043）（れい6403）（れい8756）,ie ni ikimasu-2743-7790-7043-6403-8756,Pergi ke rumah (var-2743) (var-7790) (var-7043) (var-6403) (var-8756),frase,auto-var
frase,ほんにいきます（れい3664）（れい9689）（れい4923）（れい2588）（れい4006）（れい7209）（れい1727）,hon ni ikimasu-3664-9689-4923-2588-4006-7209-1727,Pergi ke buku (var-3664) (var-9689) (var-4923) (var-2588) (var-4006) (var-7209) (var-1727),frase,auto-var
frase,たべますがすきです（れい2139）（れい7227）（れい8532）（れい1527）（れい8357）（れい6622）（れい3762）,tabemasu ga suki desu-2139-7227-8532-1527-8357-6622-3762,Saya suka makan (sopan) (var-2139) (var-7227) (var-8532) (var-1527) (var-8357) (var-6622) (var-3762),frase,auto-var
sekolah,せんせい（れい3697）（れい7930）（れい7256）（れい5668）,sensei-3697-7930-7256-5668,guru (var-3697) (var-7930) (var-7256) (var-5668),kata benda,auto-var
kata sifat,たのしい（れい2424）（れい3646）（れい7396）（れい9821）（れい7883）（れい8451）（れい6968）,tanoshii-2424-3646-7396-9821-7883-8451-6968,menyenangkan (var-2424) (var-3646) (var-7396) (var-9821) (var-7883) (var-8451) (var-6968),kata sifat,auto-var
hobi,えいが（れい4582）（れい1711）,eiga-4582-1711,film (var-4582) (var-1711),kata benda,auto-var
keluarga,ちち（れい6514）（れい3045）（れい6168）（れい7624）（れい9751）（れい4288）（れい9148）,chichi-6514-3045-6168-7624-9751-4288-9148,ayah (saya) (var-6514) (var-3045) (var-6168) (var-7624) (var-9751) (var-4288) (var-9148),kata benda,auto-var
frase,せんせいをみます（れい4657）（れい5889）（れい4946）（れい1987）（れい1372）,sensei o mimasu-4657-5889-4946-1987-1372,Menonton guru (var-4657) (var-5889) (var-4946) (var-1987) (var-1372),frase,auto-var
ungkapan,ありがとうございます（れい4527）（れい5333）（れい9698）（れい6669）（れい2809）,arigatou gozaimasu-4527-5333-9698-6669-2809,terima kasih (sopan) (var-4527) (var-5333) (var-9698) (var-6669) (var-2809),ungkapan,auto-var
angka,に（れい7216）（れい4456）（れい7693）,ni-7216-4456-7693,dua (var-7216) (var-4456) (var-7693),angka,auto-var
angka,に（れい7216）（れい4456）（れい9317）（れい9423）（れい2612）（れい1745）,ni-7216-4456-9317-9423-2612-1745,dua (var-7216) (var-4456) (var-9317) (var-9423) (var-2612) (var-1745),angka,auto-var
sekolah,がっこう（れい3286）（れい8381）（れい4335）（れい4470）（れい7950）,gakkou-3286-8381-4335-4470-7950,sekolah (var-3286) (var-8381) (var-4335) (var-4470) (var-7950),kata benda,auto-var
sekolah,がっこう（れい3286）（れい5915）（れい1058）（れい8251）,gakkou-3286-5915-1058-8251,sekolah (var-3286) (var-5915) (var-1058) (var-8251),kata benda,auto-var
hobi,えいが（れい4582）（れい1711）（れい3266）（れい6804）（れい9785）（れい4841）（れい5949）（れい4950）（れい4788）,eiga-4582-1711-3266-6804-9785-4841-5949-4950-4788,film (var-4582) (var-1711) (var-3266) (var-6804) (var-9785) (var-4841) (var-5949) (var-4950) (var-4788),kata benda,auto-var
keluarga,おとうさん（れい2679）（れい5339）,otousan-2679-5339,ayah (sopan) (var-2679) (var-5339),kata benda,auto-var
kata sifat,たのしい（れい2424）（れい3646）（れい7396）（れい3088）（れい2768）（れい3621）（れい9572）,tanoshii-2424-3646-7396-3088-2768-3621-9572,menyenangkan (var-2424) (var-3646) (var-7396) (var-3088) (var-2768) (var-3621) (var-9572),kata sifat,auto-var
frase,たのしいをします（れい4611）（れい3060）（れい8242）（れい6381）（れい7666）（れい8192）（れい8254）,tanoshii o shimasu-4611-3060-8242-6381-7666-8192-8254,Melakukan menyenangkan (var-4611) (var-3060) (var-8242) (var-6381) (var-7666) (var-8192) (var-8254),frase,auto-var
frase,いえにいきます（れい5374）（れい6107）（れい3444）（れい7523）（れい8957）（れい7948）（れい1768）,ie ni ikimasu-5374-6107-3444-7523-8957-7948-1768,Pergi ke rumah (var-5374) (var-6107) (var-3444) (var-7523) (var-8957) (var-7948) (var-1768),frase,auto-var
frase,おんがくをします（れい3803）（れい5905）,ongaku o shimasu-3803-5905,Melakukan musik (var-3803) (var-5905),frase,auto-var
frase,ほんにいきます（れい3664）（れい5304）（れい6930）（れい5371）（れい2419）（れい3538）（れい6927）,hon ni ikimasu-3664-5304-6930-5371-2419-3538-6927,Pergi ke buku (var-3664) (var-5304) (var-6930) (var-5371) (var-2419) (var-3538) (var-6927),frase,auto-var
kata sifat,たのしい（れい2424）（れい1520）（れい5552）（れい2584）（れい9201）（れい8357）（れい6693）（れい6644）,tanoshii-2424-1520-5552-2584-9201-8357-6693-6644,menyenangkan (var-2424) (var-1520) (var-5552) (var-2584) (var-9201) (var-8357) (var-6693) (var-6644),kata sifat,auto-var
frase,ほんにいきます（れい4681）（れい8886）（れい8478）（れい2341）（れい5497）（れい1533）,hon ni ikimasu-4681-8886-8478-2341-5497-1533,Pergi ke buku (var-4681) (var-8886) (var-8478) (var-2341) (var-5497) (var-1533),frase,auto-var
keluarga,おとうさん（れい2679）（れい8651）（れい9288）（れい6967）（れい6280）（れい3953）（れい8493）,otousan-2679-8651-9288-6967-6280-3953-8493,ayah (sopan) (var-2679) (var-8651) (var-9288) (var-6967) (var-6280) (var-3953) (var-8493),kata benda,auto-var
angka,に（れい3504）（れい3103）（れい3705）（れい7678）（れい1753）（れい1901）,ni-3504-3103-3705-7678-1753-1901,dua (var-3504) (var-3103) (var-3705) (var-7678) (var-1753) (var-1901),angka,auto-var
frase,せんせいをみます（れい1409）（れい5422）（れい2084）（れい2403）（れい3754）（れい4697）,sensei o mimasu-1409-5422-2084-2403-3754-4697,Menonton guru (var-1409) (var-5422) (var-2084) (var-2403) (var-3754) (var-4697),frase,auto-var
frase,たべるをみます（れい4150）（れい7572）（れい9346）（れい4997）（れい8753）（れい3662）（れい1509）（れい1665）（れい7609）,taberu o mimasu-4150-7572-9346-4997-8753-3662-1509-1665-7609,Menonton makan (var-4150) (var-7572) (var-9346) (var-4997) (var-8753) (var-3662) (var-1509) (var-1665) (var-7609),frase,auto-var
sekolah,せんせい（れい5012）（れい9308）（れい5438）（れい5327）,sensei-5012-9308-5438-5327,guru (var-5012) (var-9308) (var-5438) (var-5327),kata benda,auto-var
frase,たべますがすきです（れい2139）（れい9395）（れい1652）（れい9066）,tabemasu ga suki desu-2139-9395-1652-9066,Saya suka makan (sopan) (var-2139) (var-9395) (var-1652) (var-9066),frase,auto-var
angka,いち（れい1128）（れい2146）（れい7389）（れい6759）,ichi-1128-2146-7389-6759,satu (var-1128) (var-2146) (var-7389) (var-6759),angka,auto-var
frase,たのしいをします（れい1841）（れい9647）（れい1172）,tanoshii o shimasu-1841-9647-1172,Melakukan menyenangkan (var-1841) (var-9647) (var-1172),frase,auto-var
keluarga,おとうさん（れい1488）（れい6635）（れい8461）（れい3267）（れい8344）（れい7367）,otousan-1488-6635-8461-3267-8344-7367,ayah (sopan) (var-1488) (var-6635) (var-8461) (var-3267) (var-8344) (var-7367),kata benda,auto-var
frase,ほんにいきます（れい3664）（れい5304）（れい6930）（れい6802）（れい8296）,hon ni ikimasu-3664-5304-6930-6802-8296,Pergi ke buku (var-3664) (var-5304) (var-6930) (var-6802) (var-8296),frase,auto-var
frase,おんがくをします（れい8573）（れい6491）（れい3847）（れい1339）,ongaku o shimasu-8573-6491-3847-1339,Melakukan musik (var-8573) (var-6491) (var-3847) (var-1339),frase,auto-var
angka,に（れい7216）（れい4456）（れい9317）（れい9423）（れい2612）（れい1745）（れい5951）（れい5961）,ni-7216-4456-9317-9423-2612-1745-5951-5961,dua (var-7216) (var-4456) (var-9317) (var-9423) (var-2612) (var-1745) (var-5951) (var-5961),angka,auto-var
hobi,えいが（れい7118）（れい7570）（れい6813）（れい7779）,eiga-7118-7570-6813-7779,film (var-7118) (var-7570) (var-6813) (var-7779),kata benda,auto-var
frase,ほんにいきます（れい3664）（れい5304）（れい6930）（れい4630）（れい2821）（れい3293）（れい3035）,hon ni ikimasu-3664-5304-6930-4630-2821-3293-3035,Pergi ke buku (var-3664) (var-5304) (var-6930) (var-4630) (var-2821) (var-3293) (var-3035),frase,auto-var
frase,たべますがすきです（れい2139）（れい7227）（れい6313）（れい8123）（れい3144）（れい8066）,tabemasu ga suki desu-2139-7227-6313-8123-3144-8066,Saya suka makan (sopan) (var-2139) (var-7227) (var-6313) (var-8123) (var-3144) (var-8066),frase,auto-var
keluarga,ちち（れい4450）（れい2695）（れい3541）（れい2956）（れい1660）,chichi-4450-2695-3541-2956-1660,ayah (saya) (var-4450) (var-2695) (var-3541) (var-2956) (var-1660),kata benda,auto-var
frase,にをみます（れい6016）（れい7035）,ni o mimasu-6016-7035,Menonton dua (var-6016) (var-7035),frase,auto-var
frase,ちちがすきです（れい1750）（れい1993）（れい8043）（れい8648）（れい1251）（れい9275）（れい9761）,chichi ga suki desu-1750-1993-8043-8648-1251-9275-9761,Saya suka ayah (saya) (var-1750) (var-1993) (var-8043) (var-8648) (var-1251) (var-9275) (var-9761),frase,auto-var
keluarga,おとうさん（れい2679）（れい8651）（れい6553）（れい2189）,otousan-2679-8651-6553-2189,ayah (sopan) (var-2679) (var-8651) (var-6553) (var-2189),kata benda,auto-var
hobi,えいが（れい4582）（れい1711）（れい3266）（れい6753）（れい2292）（れい8035）,eiga-4582-1711-3266-6753-2292-8035,film (var-4582) (var-1711) (var-3266) (var-6753) (var-2292) (var-8035),kata benda,auto-var
sekolah,せんせい（れい5012）,sensei-5012,guru (var-5012),kata benda,auto-var
keluarga,ちち（れい4450）（れい2695）（れい6404）（れい3290）,chichi-4450-2695-6404-3290,ayah (saya) (var-4450) (var-2695) (var-6404) (var-3290),kata benda,auto-var
frase,にをみます（れい6574）（れい3621）（れい5462）（れい2492）,ni o mimasu-6574-3621-5462-2492,Menonton dua (var-6574) (var-3621) (var-5462) (var-2492),frase,auto-var
frase,せんせいをみます（れい4811）（れい8078）（れい4625）（れい8909）,sensei o mimasu-4811-8078-4625-8909,Menonton guru (var-4811) (var-8078) (var-4625) (var-8909),frase,auto-var
frase,ほんにいきます（れい3664）（れい4432）（れい6947）,hon ni ikimasu-3664-4432-6947,Pergi ke buku (var-3664) (var-4432) (var-6947),frase,auto-var
ungkapan,ありがとうございます（れい4527）（れい5803）（れい4510）（れい8956）（れい7041）（れい8861）（れい3304）,arigatou gozaimasu-4527-5803-4510-8956-7041-8861-3304,terima kasih (sopan) (var-4527) (var-5803) (var-4510) (var-8956) (var-7041) (var-8861) (var-3304),ungkapan,auto-var
frase,せんせいをみます（れい4657）（れい5889）（れい4946）（れい1987）（れい6666）（れい2025）,sensei o mimasu-4657-5889-4946-1987-6666-2025,Menonton guru (var-4657) (var-5889) (var-4946) (var-1987) (var-6666) (var-2025),frase,auto-var
keluarga,おとうさん（れい2679）（れい4814）（れい5982）（れい7484）（れい4882）（れい8310）,otousan-2679-4814-5982-7484-4882-8310,ayah (sopan) (var-2679) (var-4814) (var-5982) (var-7484) (var-4882) (var-8310),kata benda,auto-var
keluarga,おとうさん（れい1488）（れい6635）（れい8461）（れい2680）（れい4868）（れい3178）（れい5990）（れい6866）,otousan-1488-6635-8461-2680-4868-3178-5990-6866,ayah (sopan) (var-1488) (var-6635) (var-8461) (var-2680) (var-4868) (var-3178) (var-5990) (var-6866),kata benda,auto-var
frase,せんせいをみます（れい9095）（れい9221）,sensei o mimasu-9095-9221,Menonton guru (var-9095) (var-9221),frase,auto-var
angka,いち（れい1359）（れい7843）,ichi-1359-7843,satu (var-1359) (var-7843),angka,auto-var
kata sifat,たのしい（れい2424）（れい1520）（れい5552）（れい2584）（れい9727）（れい3718）（れい3385）（れい3956）,tanoshii-2424-1520-5552-2584-9727-3718-3385-3956,menyenangkan (var-2424) (var-1520) (var-5552) (var-2584) (var-9727) (var-3718) (var-3385) (var-3956),kata sifat,auto-var
angka,に（れい3927）（れい8633）（れい5471）（れい8529）（れい5933）,ni-3927-8633-5471-8529-5933,dua (var-3927) (var-8633) (var-5471) (var-8529) (var-5933),angka,auto-var
angka,に（れい7216）（れい4456）（れい9317）（れい9423）（れい2612）（れい1745）（れい5951）（れい5888）,ni-7216-4456-9317-9423-2612-1745-5951-5888,dua (var-7216) (var-4456) (var-9317) (var-9423) (var-2612) (var-1745) (var-5951) (var-5888),angka,auto-var
